close,high,ignore,low,open,close_time,number_of_trades,open_time,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,volume
41022.32000000,41601.52000000,0,40831.99000000,41508.95000000,1705607999999,133308,1705604400000,212495490.69035330,2115.14970000,87297211.00614620,5153.56414000,
40835.60000000,41315.80000000,0,40683.28000000,41022.33000000,1705611599999,110559,1705608000000,187019381.23780350,2299.01081000,94237506.07267130,4564.22596000,
41124.00000000,41266.00000000,0,40757.85000000,40835.60000000,1705615199999,84511,1705611600000,115340496.73599700,1505.02311000,61735495.08022170,2812.08735000,
41354.67000000,41366.99000000,0,41076.01000000,41123.99000000,1705618799999,43901,1705615200000,73609852.09370600,976.88723000,40309530.87067480,1784.04241000,
41327.50000000,41361.00000000,0,41203.18000000,41354.67000000,1705622399999,31618,1705618800000,41896287.88878630,568.79029000,23490385.48486590,1014.47175000,
41290.50000000,41370.99000000,0,41100.00000000,41327.51000000,1705625999999,41938,1705622400000,47071467.34288100,572.18522000,23602963.09179040,1141.18505000,
41270.00000000,41333.46000000,0,41122.15000000,41290.50000000,1705629599999,41330,1705626000000,52285339.44809050,658.36334000,27146349.13196390,1267.99894000,
41119.44000000,41303.89000000,0,41084.03000000,41270.01000000,1705633199999,44711,1705629600000,45095895.35377840,490.08634000,20177845.05801110,1095.25472000,
41055.87000000,41147.58000000,0,40752.26000000,41119.44000000,1705636799999,63959,1705633200000,91894713.33201800,1028.91795000,42156878.64632680,2243.08236000,
41098.53000000,41225.00000000,0,41038.81000000,41055.88000000,1705640399999,34650,1705636800000,36751192.72679530,477.33814000,19631867.97553880,893.56087000,
41210.50000000,41238.56000000,0,41062.72000000,41098.53000000,1705643999999,27803,1705640400000,29395144.69776390,400.29038000,16484211.37024280,713.83193000,
41474.00000000,41522.41000000,0,41194.01000000,41210.51000000,1705647599999,46028,1705644000000,66422825.72575960,903.69264000,37385970.72886620,1605.55925000,
41284.25000000,41576.00000000,0,41270.70000000,41474.01000000,1705651199999,53968,1705647600000,84434432.42219460,1204.30705000,49852471.29082140,2039.35220000,
41289.99000000,41385.59000000,0,41143.33000000,41284.26000000,1705654799999,44089,1705651200000,46376968.25263770,592.45586000,24435100.00405210,1124.49065000,
41398.37000000,41464.34000000,0,41248.10000000,41290.00000000,1705658399999,48027,1705654800000,58624482.47073010,704.00410000,29109090.47202670,1417.81427000,
41486.06000000,41489.73000000,0,41334.00000000,41398.37000000,1705661999999,41624,1705658400000,38475914.51609080,488.05240000,20213848.70580560,928.98376000,
41475.37000000,41509.69000000,0,41368.90000000,41486.05000000,1705665599999,40115,1705662000000,39861532.78716130,480.43723000,19916714.22782050,961.48242000,
41337.31000000,41488.20000000,0,41260.21000000,41475.37000000,1705669199999,43014,1705665600000,51689466.24832340,533.10741000,22043731.65850460,1249.91312000,
41393.08000000,41429.86000000,0,41268.33000000,41337.30000000,1705672799999,42460,1705669200000,43553784.18671460,503.74966000,20825965.98209620,1053.49049000,
40969.31000000,41455.00000000,0,40841.10000000,41393.08000000,1705676399999,105319,1705672800000,142761969.80806870,1563.76802000,64232842.49313380,3475.38975000,
40894.71000000,41156.38000000,0,40718.00000000,40969.31000000,1705679999999,115518,1705676400000,142521337.07703520,1786.32870000,73121450.51754400,3482.09452000,
40395.01000000,40953.59000000,0,40310.00000000,40894.71000000,1705683599999,147409,1705680000000,201773191.15222190,2278.75868000,92497275.72909280,4971.06182000,
41239.57000000,41250.00000000,0,40280.00000000,40395.00000000,1705687199999,168862,1705683600000,181715667.33963750,2306.20455000,94145835.15566460,4450.92747000,
41808.08000000,41979.00000000,0,41006.61000000,41239.57000000,1705690799999,143446,1705687200000,174172689.65921900,2211.89688000,91775071.78769190,4197.78344000,
41814.27000000,41929.65000000,0,41575.40000000,41808.08000000,1705694399999,82416,1705690800000,103544109.03590770,1371.04558000,57224651.58685550,2480.82816000,
41620.00000000,42196.86000000,0,41517.60000000,41814.27000000,1705697999999,115677,1705694400000,177250915.37957340,2104.01490000,88177142.30121590,4230.96342000,
41633.83000000,41791.70000000,0,41552.35000000,41619.99000000,1705701599999,66612,1705698000000,67107768.18449160,780.34259000,32507147.53882390,1610.94515000,
41687.10000000,41735.61000000,0,41532.89000000,41633.83000000,1705705199999,39573,1705701600000,37043180.49580280,488.12735000,20317079.26162730,890.03453000,
41659.03000000,41721.10000000,0,41613.67000000,41687.10000000,1705708799999,42880,1705705200000,34022478.89585490,420.02523000,17497216.66368870,816.71730000,
41482.29000000,41679.52000000,0,41456.30000000,41659.03000000,1705712399999,48464,1705708800000,43117266.76079550,490.32471000,20378235.11261180,1037.43812000,
41655.42000000,41700.00000000,0,41482.28000000,41482.28000000,1705715999999,41275,1705712400000,32948828.98768670,439.25470000,18272654.87951450,792.03395000,
41621.23000000,41662.74000000,0,41538.00000000,41655.42000000,1705719599999,35586,1705716000000,24749238.04079480,290.61726000,12087917.78299050,594.98282000,
41634.65000000,41649.61000000,0,41524.00000000,41621.23000000,1705723199999,30282,1705719600000,23356603.03145490,309.14610000,12853209.99420280,561.75741000,
41607.20000000,41659.03000000,0,41578.63000000,41634.64000000,1705726799999,24932,1705723200000,18183660.78864510,181.54736000,7556783.85220600,436.82811000,
41627.63000000,41646.46000000,0,41564.81000000,41607.19000000,1705730399999,24798,1705726800000,18872961.19183660,236.84625000,9854622.23393710,453.58365000,
41672.02000000,41698.71000000,0,41615.92000000,41627.62000000,1705733999999,30413,1705730400000,24281957.14503340,277.69406000,11568703.85650640,582.85375000,
41650.95000000,41774.00000000,0,41644.72000000,41672.02000000,1705737599999,29376,1705734000000,26618365.61347610,307.55304000,12824945.89890370,638.34351000,
41590.00000000,41668.66000000,0,41522.38000000,41650.95000000,1705741199999,48470,1705737600000,43863506.76016290,449.48242000,18691728.02430020,1054.68234000,
41521.10000000,41643.06000000,0,41459.02000000,41590.01000000,1705744799999,36875,1705741200000,30568874.41008870,315.02879000,13084688.72593610,735.91109000,
41543.31000000,41616.43000000,0,41495.81000000,41521.10000000,1705748399999,32852,1705744800000,26631547.62747310,316.00802000,13132760.43680470,640.82500000,
41580.83000000,41619.00000000,0,41475.69000000,41543.30000000,1705751999999,28970,1705748400000,28037095.34950020,277.11791000,11513927.61474550,674.93419000,
41620.01000000,41700.00000000,0,41540.00000000,41580.82000000,1705755599999,33146,1705752000000,26851770.09746240,326.05456000,13566723.07209720,645.31586000,
41633.12000000,41685.77000000,0,41584.68000000,41620.00000000,1705759199999,31695,1705755600000,27224467.52663150,293.65521000,12226007.06206660,653.88181000,
41542.99000000,41646.00000000,0,41491.16000000,41633.11000000,1705762799999,34235,1705759200000,33065722.62558510,375.03167000,15584735.12637350,795.56394000,
41570.11000000,41688.53000000,0,41478.00000000,41542.98000000,1705766399999,52202,1705762800000,33837765.64107060,391.15430000,16262643.24890380,813.88059000,
41563.66000000,41645.81000000,0,41537.84000000,41570.10000000,1705769999999,33396,1705766400000,26032266.68292190,306.66759000,12754915.73920790,625.85698000,
41591.11000000,41625.00000000,0,41543.61000000,41563.66000000,1705773599999,27633,1705770000000,20586094.47341010,268.76635000,11176945.29750990,495.01011000,
41606.17000000,41634.19000000,0,41526.36000000,41591.10000000,1705777199999,30978,1705773600000,23519030.50190140,268.81430000,11178112.40924810,565.61990000,
41632.96000000,41684.94000000,0,41605.01000000,41606.16000000,1705780799999,25192,1705777200000,19016368.75779120,198.35864000,8258446.59774560,456.72684000,
41751.36000000,41822.99000000,0,41617.58000000,41632.97000000,1705784399999,41387,1705780800000,34632646.86637290,426.55922000,17807260.67911130,829.62416000,
41733.85000000,41872.56000000,0,41729.90000000,41751.37000000,1705787999999,34146,1705784400000,30384982.69186860,316.02005000,13213636.24831690,726.76463000,
41781.53000000,41819.99000000,0,41669.90000000,41733.85000000,1705791599999,23541,1705788000000,19997842.96220480,228.01038000,9520122.35344570,478.92579000,
41696.04000000,41809.87000000,0,41610.54000000,41781.54000000,1705795199999,27480,1705791600000,26389143.61676580,267.65343000,11165415.74887780,632.65038000,
41645.98000000,41727.00000000,0,41629.87000000,41696.05000000,1705798799999,24694,1705795200000,16900148.19100560,179.03838000,7461992.03285590,405.51248000,
41666.82000000,41722.14000000,0,41633.80000000,41645.98000000,1705802399999,27999,1705798800000,17147908.76442780,211.27975000,8804344.76471400,411.49944000,
41699.80000000,41719.36000000,0,41652.29000000,41666.83000000,1705805999999,28565,1705802400000,16934187.95074400,179.87148000,7498394.19380360,406.21108000,
41680.82000000,41730.00000000,0,41661.74000000,41699.80000000,1705809599999,25126,1705806000000,15749756.82802770,172.02253000,7173650.31883210,377.67063000,
41673.41000000,41685.55000000,0,41651.74000000,41680.83000000,1705813199999,18042,1705809600000,10784099.32892110,123.21832000,5134128.25522160,258.81267000,
41628.47000000,41691.11000000,0,41628.46000000,41673.41000000,1705816799999,20063,1705813200000,12708264.78610170,105.42089000,4391876.19214040,305.06196000,
